,title,description,web_url,price,rent,credit,category,business_type,images,city,district,token
10,بوق ۲۰۶,با سلام بوق ۲۰۶ نونو ***********,https://divar.ir/v/wYw_a_o9,230000.0,,,parts-accessories,personal,"['https://s100.divarcdn.com/static/pictures/1676730811/wYw_a_o9.webp', 'https://s100.divarcdn.com/static/pictures/1676730811/wYw_a_o9.1.webp', 'https://s100.divarcdn.com/static/pictures/1676730811/wYw_a_o9.2.webp']",تهران,ونک,wYw_a_o9
11,پرشیا,"باسلام
پرشیامدل۹۳داشبوردسوناتای بدون کوچیک ترین ایراد و نداشتن رنگی حتی یک نقطه هم رنگ ندارد دارای ۴حلقه رینگ ولاستیک نو مصرفی ها تازه عوض شده بدون هیچ خرجی",https://divar.ir/v/wYw_qr5i,345000000.0,,,light,personal,"['https://s100.divarcdn.com/static/pictures/1676730811/wYw_qr5i.webp', 'https://s100.divarcdn.com/static/pictures/1676730811/wYw_qr5i.1.webp', 'https://s100.divarcdn.com/static/pictures/1676730811/wYw_qr5i.2.webp', 'https://s100.divarcdn.com/static/pictures/1676730811/wYw_qr5i.3.webp', 'https://s100.divarcdn.com/static/pictures/1676730811/wYw_qr5i.4.webp']",تهران,شهرک شریعتی,wYw_qr5i
12,پژو 206 ، مدل ۱۳۸۹,تیپ ۳ بسیار سالم،در حد،بدون کوچکترین خرجی،۱گلگیر رنگ و کاپوت تعویض،شاسی ها پلمپ،سقف و ستون پلمپ،به شرط کارشناسی شما،لاستیک نو،رخ بسیار سالم و مرتب و سواری در حد،,https://divar.ir/v/wYwzJbmb,,,,light,personal,"['https://s100.divarcdn.com/static/pictures/1676730809/wYwzJbmb.webp', 'https://s100.divarcdn.com/static/pictures/1676730809/wYwzJbmb.1.webp', 'https://s100.divarcdn.com/static/pictures/1676730809/wYwzJbmb.2.webp', 'https://s100.divarcdn.com/static/pictures/1676730809/wYwzJbmb.3.webp']",تهران,تهران‌سر,wYwzJbmb
13,۴ حلقه لاستیک کویر تایر,"۴ حلقه لاستیک کویرتایر ۸۰ درصد 
۱۸۵/۶۵/۱۴
سالم بدون پنچری 
تاریخ ۲۰۲۲",https://divar.ir/v/wYw_6gI1,2800000.0,,,parts-accessories,personal,"['https://s100.divarcdn.com/static/pictures/1676730801/wYw_6gI1.webp', 'https://s100.divarcdn.com/static/pictures/1676730801/wYw_6gI1.1.webp', 'https://s100.divarcdn.com/static/pictures/1676730801/wYw_6gI1.2.webp']",تهران,استاد معین,wYw_6gI1
14,ساینا ۱۴۰۱,خودرو کاملا سالم به دلال فروخته نمی‌شود فقط مصرف کننده با تشکر,https://divar.ir/v/wYw_KxMj,325000000.0,,,light,personal,"['https://s100.divarcdn.com/static/pictures/1676730793/wYw_KxMj.webp', 'https://s100.divarcdn.com/static/pictures/1676730793/wYw_KxMj.1.webp', 'https://s100.divarcdn.com/static/pictures/1676730793/wYw_KxMj.2.webp', 'https://s100.divarcdn.com/static/pictures/1676730793/wYw_KxMj.3.webp', 'https://s100.divarcdn.com/static/pictures/1676730793/wYw_KxMj.4.webp']",تهران,مخصوص,wYw_KxMj
15,۲۰۷ اتوماتیک مدل ۹۹,خودرو با کارکرد واقعی میباشد. معاوضه نمیشود. لازم به ذکراست در سمت شاگرد تعویض گردیده( فابریک کارخانه ای) بدون کوچکترین ضربه به ستونها و سایر نقاط دیگر به شرط کارشناسی.,https://divar.ir/v/wYv_E6jQ,707000000.0,,,light,personal,"['https://s100.divarcdn.com/static/pictures/1676730787/wYv_E6jQ.webp', 'https://s100.divarcdn.com/static/pictures/1676730787/wYv_E6jQ.1.webp', 'https://s100.divarcdn.com/static/pictures/1676730787/wYv_E6jQ.2.webp', 'https://s100.divarcdn.com/static/pictures/1676730787/wYv_E6jQ.3.webp', 'https://s100.divarcdn.com/static/pictures/1676730787/wYv_E6jQ.4.webp']",تهران,تهرانپارس غربی,wYv_E6jQ
16,پژو 207i اتوماتیک، مدل ۱۳۹۷,ماشین فوق بدون رنگ میباشد وسند تک برگ موتور سالم وبدون کوچک ترین مشکل گیربکس درجه یک کیلو متر ۶۰ تا روغن موتور گیربکس وتسمه تایم و... انجام شده,https://divar.ir/v/wYwrgw50,630000000.0,,,light,personal,"['https://s100.divarcdn.com/static/pictures/1676730780/wYwrgw50.webp', 'https://s100.divarcdn.com/static/pictures/1676730780/wYwrgw50.1.webp', 'https://s100.divarcdn.com/static/pictures/1676730780/wYwrgw50.2.webp', 'https://s100.divarcdn.com/static/pictures/1676730780/wYwrgw50.3.webp', 'https://s100.divarcdn.com/static/pictures/1676730780/wYwrgw50.4.webp']",تهران,پیروزی,wYwrgw50
17,پژو 206 تیپ ۳، مدل ۱۳۸۶ در حد1400,"با سلام 
اتومبیل فوق صحیح و سالم بدون ایراد 
فنی در حد 1400
تمام لوازم های مصرفی تازه نو شده 
کولر و بخاری سالم 
چراغ های جلو و عقب نو مدل بالایی انداختم
آماده مسافرت 
خدایی ازش راضیم بعلت نیاز مالی دارم میفروشمش 
لطفاً دلال محترم تماس نگیره ممنون میشم دوست دارم دعا پشت سرم باشه
پیام به هیچ عنوان پاسخگو نیستم فقط تماس 
ممنون",https://divar.ir/v/wYw_6YZ0,231500000.0,,,light,personal,"['https://s100.divarcdn.com/static/pictures/1676730777/wYw_6YZ0.webp', 'https://s100.divarcdn.com/static/pictures/1676730777/wYw_6YZ0.1.webp', 'https://s100.divarcdn.com/static/pictures/1676730777/wYw_6YZ0.2.webp', 'https://s100.divarcdn.com/static/pictures/1676730777/wYw_6YZ0.3.webp']",تهران,خانی‌آباد نو,wYw_6YZ0
18,پراید 131 LE، مدل ۱۳۹۲,خودروی فوق کاملا سالم و بدون عیب می‌باشد ، یه کاپوت رنگ الباقی لیسه یا آبرنگ دارد بعضی از جاهاش ، شاسی جلو دو طرف به اندازه دو سانت از زیر خورده به جدول جوش دادم که خیلی جزیی هستش ولی فرمون نمی‌کشه ، شاسی عقب پلمپ ، تمام مصرفی ها به تازگی سرویس شده ، تخفیف پای معامله ، مناسب مصرف کننده ،تخفیف پای معامله,https://divar.ir/v/wYrfY6Y6,170000000.0,,,light,personal,"['https://s100.divarcdn.com/static/pictures/1676730771/wYrfY6Y6.webp', 'https://s100.divarcdn.com/static/pictures/1676730771/wYrfY6Y6.1.webp', 'https://s100.divarcdn.com/static/pictures/1676730771/wYrfY6Y6.2.webp', 'https://s100.divarcdn.com/static/pictures/1676730771/wYrfY6Y6.3.webp', 'https://s100.divarcdn.com/static/pictures/1676730771/wYrfY6Y6.4.webp']",تهران,شهرک شریعتی,wYrfY6Y6
19,پژو RD بنزینی، مدل ۱۳۸۰,بیمه تا اسفند ، تخفیف ۶۰ درصد، لاستیک جلو نو ، واقعا قیمت مناسب (موتور سیکلت گرون تره!!),https://divar.ir/v/wYw_qnlX,64000000.0,,,light,personal,[],تهران,شهرک راه‌آهن,wYw_qnlX
20,کامیونت مدل ۸۹ بقل بازشو,"سلام
کاویان مدل ۸۹ بقل بازشو
موتورسالم میلنگ استاندارد
ماشین بیرنگ
شاسیها سالم بدون ضرب خوردگی وپوسیدگی
گیربکس برزیلی نو۶ماه گارانتی
دیسک وصفحه کلاچ نو
استارت نو
دینام تازه تعمیر
سیم دندها نو
کولر وبخاری سالم
دفرانسیل سالم
پمپ باد تازه تعمیر
پمپ کلاچ نو
یه جفت باطری ۹۰ آمپرنو گارانتی دار
۶حلقه لاستیک تویپلس نو
۶ماه بیمه
اتاق بلند عرض۲/۲۲ طول۵/۳۰
کارت سوخت و هوشمند فعال
سند آماده انتقال
باتشکر از دیوار",https://divar.ir/v/wYwr6ob0,900000000.0,,,heavy,personal,"['https://s100.divarcdn.com/static/pictures/1676730755/wYwr6ob0.webp', 'https://s100.divarcdn.com/static/pictures/1676730755/wYwr6ob0.1.webp', 'https://s100.divarcdn.com/static/pictures/1676730755/wYwr6ob0.2.webp', 'https://s100.divarcdn.com/static/pictures/1676730755/wYwr6ob0.3.webp', 'https://s100.divarcdn.com/static/pictures/1676730755/wYwr6ob0.4.webp', 'https://s100.divarcdn.com/static/pictures/1676730755/wYwr6ob0.5.webp']",تهران,کاروان,wYwr6ob0
21,پژو 207i دنده‌ای، مدل ۱۴۰۱,"ماشین‌پارکینک‌خانه‌هست‌مدارک‌امده‌انتقال‌خریدار
سقف‌فلز‌فرمان‌هیدرلیک",https://divar.ir/v/wYw3agrq,,,,light,personal,"['https://s100.divarcdn.com/static/pictures/1676730756/wYw3agrq.webp', 'https://s100.divarcdn.com/static/pictures/1676730756/wYw3agrq.1.webp']",تهران,اندیشه (شهر زیبا),wYw3agrq
22,موتور آپاچی ۹۵ -آپاچی ۱۵۰ مدل ۹۵,"موتور آپاچی مدل ۹۵
کارکرد ۵۰ هزار تا
لاستیک های جلو و عقب هردو نو ۹۰ درصد
لاستیک ها تازه عوض شده
لنت ها  و روغن تازه تعویض شده
باطری همین دیروز عوض کردم
هدلایت انداختم
موتوری سالم بیمه تموم کرده که پولشو کم کردم
یه خرج کوچیک داره که همه رو کم کردم
خودم درستش کنم بیشتر میفروشم
چون وقت نمیکنم مبلغشو پایین گذاشتم که بفروشم
برای خرید ماشین پولشو لازم دارم
با پراید هم معاوضه می کنم حداقل مدل ۸۳ بقیه شو سر میدم",https://divar.ir/v/wYw_qu0n,61000000.0,,,motorcycles,personal,"['https://s100.divarcdn.com/static/pictures/1676730743/wYw_qu0n.webp', 'https://s100.divarcdn.com/static/pictures/1676730743/wYw_qu0n.1.webp', 'https://s100.divarcdn.com/static/pictures/1676730743/wYw_qu0n.2.webp', 'https://s100.divarcdn.com/static/pictures/1676730743/wYw_qu0n.3.webp', 'https://s100.divarcdn.com/static/pictures/1676730743/wYw_qu0n.4.webp']",تهران,ابوذر (منطقه ۱۵),wYw_qu0n
23,موتور نامی ۱۵۰,موتور نامی  مدل ۱۳۹۸  سند دسته اول یکسال در پارکینگ خوابیده بوده,https://divar.ir/v/wYw_qtNA,35000000.0,,,motorcycles,personal,"['https://s100.divarcdn.com/static/pictures/1676730741/wYw_qtNA.webp', 'https://s100.divarcdn.com/static/pictures/1676730741/wYw_qtNA.1.webp', 'https://s100.divarcdn.com/static/pictures/1676730741/wYw_qtNA.2.webp']",تهران,مسعودیه,wYw_qtNA
24,موتورs2 طرح کلیک صفر,"موتور صفر استفاده نشده
بیمه یک سال
حدودا ۶میلیون زیرقیمت کویر",https://divar.ir/v/wYw_qsnB,75000000.0,,,motorcycles,personal,"['https://s100.divarcdn.com/static/pictures/1676730738/wYw_qsnB.webp', 'https://s100.divarcdn.com/static/pictures/1676730738/wYw_qsnB.1.webp', 'https://s100.divarcdn.com/static/pictures/1676730738/wYw_qsnB.2.webp', 'https://s100.divarcdn.com/static/pictures/1676730738/wYw_qsnB.3.webp', 'https://s100.divarcdn.com/static/pictures/1676730738/wYw_qsnB.4.webp']",تهران,مهرآباد جنوبی,wYw_qsnB
25,تیگو ۵ _ ۹۹_ مشکی_ بی رنگ,"+++++++ اتو خسروانی +++++++
نمایندگی برتر مدیران خودرو کد ۱۹۳
با بیش از ۶ شعبه فعال
فروش بصورت نقد و اقساط بدون نیاز به ضامن

سند آماده به نام زدن 
خودرو دارای برگه کارشناسی از نمایندگی 
کارشناس شما لایق
09100471115",https://divar.ir/v/wYw_Kh0j,1280000000.0,,,light,car-business,"['https://s100.divarcdn.com/static/pictures/1676730735/wYw_Kh0j.webp', 'https://s100.divarcdn.com/static/pictures/1676730735/wYw_Kh0j.1.webp', 'https://s100.divarcdn.com/static/pictures/1676730735/wYw_Kh0j.2.webp']",تهران,شهرک دانشگاه تهران,wYw_Kh0j
26,پراید صندوق‌دار CNG، مدل ۱۳۸۷,"فنی کاملا سالم
هیدرولیک کارخونه
دوگانه دستی ولی اصلا از گازش استفاده نکردم چون کپسول فضای صندوق رو میگرفت بازش کردم و تقدیم خریدار میشه
موتور باز نشده
روغن سوزی نداره
لنت ۱ ماه هست عوض شده
جلوبندی ۱ ماه هست نو شده
روغن تازه عوض شده
تسمه تایم تازه تعویض شده ۱۰.۰۰۰ کیلومتر کار کرده
گیربکس سال ۹۸ کامل عوض کردم و نو گذاشتم
شیشه جلو سنگ خوردگی داشت عوض کردم تو عکس معلومه
لاستیک ها ۱۷۵ هست و ۱ سال نشده زیر ماشینه 
صندلی راننده رو‌ تازه تعمیر کردم و ابر و فنر ها رو عوض کردم
رودری ها جدید هست
رادیاتور و واتر پمپ رو پارسال دی عوض کردم و رادیاتور برزگ گذاشتم
باطری یک ساله عوض شده
موتور برف پاک کن نو
رنگ شدگی داره ولی سقف و ستون رنگ نداره به عنوان دور رنگ میدم
ماشین رو نمیخواستم بفروشم و چون سوار میشدم همه چیش رو درست کردم ولی الان قصد فروش دارم 
ماشین هیچ خرجی نداره
به دلال و کاسب نمیفروشم
فقط مصرف کننده",https://divar.ir/v/wYw_ay3U,145000000.0,,,light,personal,"['https://s100.divarcdn.com/static/pictures/1676730740/wYw_ay3U.webp', 'https://s100.divarcdn.com/static/pictures/1676730740/wYw_ay3U.1.webp', 'https://s100.divarcdn.com/static/pictures/1676730740/wYw_ay3U.2.webp', 'https://s100.divarcdn.com/static/pictures/1676730740/wYw_ay3U.3.webp']",تهران,تهران‌سر,wYw_ay3U
27,پژو پارس دوگانه سوز، مدل ۱۳۹۴,"ماشین دور رنگ و سقف تعویض می باشد
فنی سالم و عالی
بیمه شخص ثالث تا ۲۰ اسفند
دوگانه سوز LPG و با مخزن بزرگ 
ضبط و باند متوسط همراه با امپلی
تمام وسایل مصرفی تعویض شده است و بدون خرج میباشد.",https://divar.ir/v/wYw_anmx,290000000.0,,,light,personal,"['https://s100.divarcdn.com/static/pictures/1676730736/wYw_anmx.webp', 'https://s100.divarcdn.com/static/pictures/1676730736/wYw_anmx.1.webp', 'https://s100.divarcdn.com/static/pictures/1676730736/wYw_anmx.2.webp', 'https://s100.divarcdn.com/static/pictures/1676730736/wYw_anmx.3.webp', 'https://s100.divarcdn.com/static/pictures/1676730736/wYw_anmx.4.webp', 'https://s100.divarcdn.com/static/pictures/1676730736/wYw_anmx.5.webp', 'https://s100.divarcdn.com/static/pictures/1676730736/wYw_anmx.6.webp', 'https://s100.divarcdn.com/static/pictures/1676730736/wYw_anmx.7.webp']",تهران,نعمت‌آباد,wYw_anmx
28,پژو پارس LX TU5، مدل ۱۳۹۷,"با سلام  پارس مدل  ۹۷ بسیار تمیز و بدون خط و خش ،چهار چرخ دیسک رینگ های ۵ پر آلومینیومی اینه ها جمع شو‌ برقی صندلی ها برقی، داشبورد سوناتایی
با ۲۰۷ پانوروما مدل ۱۴۰۰ معاوضه دارم مابه التفاوت نقدا  پرداخت میشود 
تماس پاسخگو نیستم فقط پیام بدهید ممنون",https://divar.ir/v/wYw_6OUi,490000000.0,,,light,personal,"['https://s100.divarcdn.com/static/pictures/1676730734/wYw_6OUi.webp', 'https://s100.divarcdn.com/static/pictures/1676730734/wYw_6OUi.1.webp', 'https://s100.divarcdn.com/static/pictures/1676730734/wYw_6OUi.2.webp', 'https://s100.divarcdn.com/static/pictures/1676730734/wYw_6OUi.3.webp', 'https://s100.divarcdn.com/static/pictures/1676730734/wYw_6OUi.4.webp', 'https://s100.divarcdn.com/static/pictures/1676730734/wYw_6OUi.5.webp', 'https://s100.divarcdn.com/static/pictures/1676730734/wYw_6OUi.6.webp']",تهران,پیروزی,wYw_6OUi
29,رینگ اسپرت ۱۳ پراید ساینا تیبا,"رینگ اسپرت سایز ۱۳ مارک DZ سالم بدون جوش
مشکی رخ تراش
بازدید رباط کریم",https://divar.ir/v/wYw_Kf1X,4500000.0,,,parts-accessories,personal,"['https://s100.divarcdn.com/static/pictures/1676730731/wYw_Kf1X.webp', 'https://s100.divarcdn.com/static/pictures/1676730731/wYw_Kf1X.1.webp']",تهران,جنت‌آباد مرکزی,wYw_Kf1X
30,چراغ 206نو,"باسلام خسته نباشی چراغ 206نو سالم جفت میفروشم 
با این شماره تلفن تماس بگیرید***********",https://divar.ir/v/wYw_arPa,650000.0,,,parts-accessories,personal,"['https://s100.divarcdn.com/static/pictures/1676730730/wYw_arPa.webp', 'https://s100.divarcdn.com/static/pictures/1676730730/wYw_arPa.1.webp', 'https://s100.divarcdn.com/static/pictures/1676730730/wYw_arPa.2.webp']",تهران,تهران‌نو,wYw_arPa
31,موتور آپاچی ۱۸۰ مدل ۹۴,"با سلام
موتور کاملأ سالم و بدون مشکل
بدون روغن سوزی و روغن ریزی
جلوبندی سالم
بیمه ۱۱ ماه
فلاپها فابریک
مداک کامل",https://divar.ir/v/wYw_6O0o,73500000.0,,,motorcycles,personal,"['https://s100.divarcdn.com/static/pictures/1676730728/wYw_6O0o.webp', 'https://s100.divarcdn.com/static/pictures/1676730728/wYw_6O0o.1.webp', 'https://s100.divarcdn.com/static/pictures/1676730728/wYw_6O0o.2.webp', 'https://s100.divarcdn.com/static/pictures/1676730728/wYw_6O0o.3.webp', 'https://s100.divarcdn.com/static/pictures/1676730728/wYw_6O0o.4.webp', 'https://s100.divarcdn.com/static/pictures/1676730728/wYw_6O0o.5.webp', 'https://s100.divarcdn.com/static/pictures/1676730728/wYw_6O0o.6.webp']",تهران,نازی‌آباد,wYw_6O0o
32,خودرو کوییک s دنده ای مدل ۱۴۰۱,"بیمه بدنه تا تاریخ ۱۴۰۲/۰۵/۰۹
روکش صندلی
شیشه دودی
کفپوش سه بعدی
کفپوش صندوق
باند پایونیر",https://divar.ir/v/wYw7a_pl,345000000.0,,,light,personal,"['https://s100.divarcdn.com/static/pictures/1676730726/wYw7a_pl.webp', 'https://s100.divarcdn.com/static/pictures/1676730726/wYw7a_pl.1.webp', 'https://s100.divarcdn.com/static/pictures/1676730726/wYw7a_pl.2.webp']",تهران,گرگان,wYw7a_pl
33,٢٠۶ تیپ ٢ مدل ٩۵ بیرنگ,"بدون رنگ و صافکاری  کارکرد واقعی تو اسنپ و تپسی نبوده  موتوری و فنی سالم  صفحه کلاج و روغن و تمسمه و... به موقع تعویض شده
مدارک تکمیل 
خرید = تعویض پلاک",https://divar.ir/v/wYk7CXBA,364500000.0,,,light,personal,"['https://s100.divarcdn.com/static/pictures/1676730721/wYk7CXBA.webp', 'https://s100.divarcdn.com/static/pictures/1676730721/wYk7CXBA.1.webp', 'https://s100.divarcdn.com/static/pictures/1676730721/wYk7CXBA.2.webp', 'https://s100.divarcdn.com/static/pictures/1676730721/wYk7CXBA.3.webp', 'https://s100.divarcdn.com/static/pictures/1676730721/wYk7CXBA.4.webp', 'https://s100.divarcdn.com/static/pictures/1676730721/wYk7CXBA.5.webp']",تهران,شهرک غرب,wYk7CXBA
34,اکسور کشنده مدل ۸۷,"بی رنگ ۱۶۷۰ کارکرد روی۱۳۵۰ تعمیر اساسی شده 
***********",https://divar.ir/v/wYw_qn7u,5800000000.0,,,heavy,personal,"['https://s100.divarcdn.com/static/pictures/1676730718/wYw_qn7u.webp', 'https://s100.divarcdn.com/static/pictures/1676730718/wYw_qn7u.1.webp', 'https://s100.divarcdn.com/static/pictures/1676730718/wYw_qn7u.2.webp', 'https://s100.divarcdn.com/static/pictures/1676730718/wYw_qn7u.3.webp', 'https://s100.divarcdn.com/static/pictures/1676730718/wYw_qn7u.4.webp']",تهران,آبشار تهران,wYw_qn7u
