,title,description,web_url,price,rent,credit,category,business_type,images,city,district,token
30,سری۱۲بازی*زیXBOXقابلنصب4گارانتی_گاندو,"بهترین قیمت کنسول در فروشگاه شهبازی
استاندارد دیجیتال
سری ۱۲ 
با گارانتی و بدون گارانتی
گارانتی ایرانی معتبر تعویض و خدمات
سریر گاندو و...
فروش زیر قیمت 
فروشPs5 گارانتی دار گاندو سری ۱۲
زیر قیمت 
فقط مصرف کننده!!!!
فروش کنسول 
فروش لوازم جانبی
فروش‌ سی دی بازی
سرویس و تعیمرات دسته کنسول
رفع عیب و باگ‌ پلی فایو
مشکل دیسک و صدای زیاد ps5
 کپیخور ده بازی ۱۰۰ تومن انتخابی
فروشگاه شهبازی
بهترین خدمات و قیمت 
بالاترین قیمت مرکز خرید کنسول از شما عزیزان  
طرح تعویض

هروی نرسیده به ساقدوش پاساژ مایسا پ۳۳ فروشگاه شهبازی
  
همکاران لطفا کپی برداری از آگهی و عکس نفرمایید",https://divar.ir/v/wYIzFaa0,23500000,,,game-consoles-and-video-games,marketplace,['https://s100.divarcdn.com/static/pictures/1676731054/wYIzFaa0.webp'],تهران,هروی,wYIzFaa0
31,بازیps5 gameنصبشده,"فروش تعویض کنسول‌
فروش سی دی بازی
نصب بازی روی هارد‌شما
بازی دیجیتال هیچ تفاوتی با سی دی نمیکند
ده بازی انتخابی شما فقط ۱۰۰ ت
بازی انتخابی افلاین‌و‌قابلیت انلاین دارند
دستگاه نسل جدید پلی استیشن و ایسکباکس با دیتا خاص بازی ریخته میشود
هروی نرسیده به ساقدوش پاساژ مایسا پ۳۳ شهبازی",https://divar.ir/v/wYEJwAXG,150000,,,game-consoles-and-video-games,marketplace,['https://s100.divarcdn.com/static/pictures/1676731054/wYEJwAXG.webp'],تهران,هروی,wYEJwAXG
32,دوخط تلفن رند مخابرات استقلال,دو خط تلفن رند به شماره های و22017172 و22018182 دوخط پشت سرهم به شماره های 26218519و 20 بفروش میرسد,https://divar.ir/v/wYw_qUBG,150000000,,,phone,personal,[],تهران,امانیه,wYw_qUBG
33,اپل iPhone X با حافظه ۲۵۶ گیگابایت,"آیفون x با حافظه ۲۵۶ گیگ مشکی

فروش نقد و اقساط 
۳۰ درصد پیش پرداخت چک
۵۰ درصد پیش پرداخت سفته
از یک ماه تا یکسال به انتخاب خودتون
سود چک ۲.۵ درصد (هر ۲ ماه یک فقره چک)
سود سفته ۳.۵ درصد (کارت ملی هوشمند یا شناسنامه جدید)

آدرس:
گیشا کوی نصر پاساژ نصر ورودی آ۵ راه روی کنار کافه سیب، پلاک ۳۴۵ اپل سیتی


آیفون x آیفون xs آیفون xsmax آیفون 11 آیفون 11pro
آیفون 11promax آیفون 12 آیفون 12pro آیفون 12promax آیفون 13 آیفون 13pro آیفون 13promax آیفون 14 آیفون 14pro آیفون 14promax",https://divar.ir/v/wYIenrhF,7000000,,,mobile-phones,marketplace,"['https://s100.divarcdn.com/static/pictures/1676731049/wYIenrhF.webp', 'https://s100.divarcdn.com/static/pictures/1676731049/wYIenrhF.1.webp', 'https://s100.divarcdn.com/static/pictures/1676731049/wYIenrhF.2.webp']",تهران,گیشا (کوی نصر),wYIenrhF
34,اپل iPhone 12 Pro Max با حافظه ۲۵۶ گیگابایت,"آیفون ۱۲ پرومکس ۲۵۶ گیگ مشکی

فروش نقد و اقساط 
از یک ماه تا یکسال به انتخاب خودتون
سود چک ۲.۵ درصد (هر ۲ ماه یک فقره چک)
سود سفته ۳.۵ درصد (کارت ملی هوشمند یا شناسنامه جدید)

آدرس:
گیشا کوی نصر پاساژ نصر ورودی آ۵ راه روی کنار کافه سیب، پلاک ۳۴۵ اپل سیتی",https://divar.ir/v/wYDCGxda,19000000,,,mobile-phones,marketplace,"['https://s100.divarcdn.com/static/pictures/1676731049/wYDCGxda.webp', 'https://s100.divarcdn.com/static/pictures/1676731049/wYDCGxda.1.webp', 'https://s100.divarcdn.com/static/pictures/1676731049/wYDCGxda.2.webp', 'https://s100.divarcdn.com/static/pictures/1676731049/wYDCGxda.3.webp']",تهران,گیشا (کوی نصر),wYDCGxda
35,اپل iPhone 12 Pro Max با حافظهٔ ۲۵۶ گیگابایت,"گوشی نو نو هست
بدون خط و خش
بدون بازشدگی
باطری ۸۹
zaa
256g
قیمت شارژر 
و قاب 
جدا محاسبه میشه کسی خواست میدم بهش",https://divar.ir/v/wYvbXi1y,45500000,,,mobile-phones,personal,"['https://s100.divarcdn.com/static/pictures/1676731048/wYvbXi1y.webp', 'https://s100.divarcdn.com/static/pictures/1676731048/wYvbXi1y.1.webp', 'https://s100.divarcdn.com/static/pictures/1676731048/wYvbXi1y.2.webp', 'https://s100.divarcdn.com/static/pictures/1676731048/wYvbXi1y.3.webp', 'https://s100.divarcdn.com/static/pictures/1676731048/wYvbXi1y.4.webp', 'https://s100.divarcdn.com/static/pictures/1676731048/wYvbXi1y.5.webp', 'https://s100.divarcdn.com/static/pictures/1676731048/wYvbXi1y.6.webp']",تهران,پونک,wYvbXi1y
36,شیائومی Redmi Note 10 Pro با حافظهٔ ۱۲۸ گیگابایت,"گوشی سالم و تمیز 
کارتن و لوازم تکمیل 
همراه با انتقال
فقط گلس تعویض شده
بدون خط و خش",https://divar.ir/v/wYwD74Bk,4700000,,,mobile-phones,personal,"['https://s100.divarcdn.com/static/pictures/1676731045/wYwD74Bk.webp', 'https://s100.divarcdn.com/static/pictures/1676731045/wYwD74Bk.1.webp', 'https://s100.divarcdn.com/static/pictures/1676731045/wYwD74Bk.2.webp', 'https://s100.divarcdn.com/static/pictures/1676731045/wYwD74Bk.3.webp', 'https://s100.divarcdn.com/static/pictures/1676731045/wYwD74Bk.4.webp', 'https://s100.divarcdn.com/static/pictures/1676731045/wYwD74Bk.5.webp', 'https://s100.divarcdn.com/static/pictures/1676731045/wYwD74Bk.6.webp']",تهران,طرشت,wYwD74Bk
37,ساعت می بند ۲ شیاومی,می بند ۲ شیاومی کاملا سالم همراه با شارژر و یک بند اضافه,https://divar.ir/v/wYwzq2y3,220000,,,mobile-tablet-accessories,personal,"['https://s100.divarcdn.com/static/pictures/1676731038/wYwzq2y3.webp', 'https://s100.divarcdn.com/static/pictures/1676731038/wYwzq2y3.1.webp']",تهران,سرو آزاد,wYwzq2y3
38,لپتاپ HP گرافیک دار معاوضه با آیفون6یا7,"لپتاپ خودمه باهاش فقط کار فتوشاپ داشتم و لپتاپ جدید گرفتم به این نیازی ندارم

نقدی۴.۰۰۰.۰۰۰تومان
معاوضه با آیفون۶ تا ۷ مشکی :)

مشخصات
core i5
4gb ram ddr4
   320gb HDD
1gb graphic AMD
15 inch
باتری فابریک ۷۰درصد سالم ۲ساعت نرمال
درایور ندارد میتونید بجاش sdd اضافه کنید ک سرعت سیستم بالاتر بره
تمامی مشخصات حتی گرافیک قابل ارتقا هست
هرگز تعمیر نشده لپتاپ خیلی جوابیه
همه قطعات فابریک

فقط ی شکستگی کوچیکه کنارش داره و دکمه ese از جاش درومده و براحتی اوکی میشه
تو عکسا مشخصه

فقط چت دیوار پاسخگو هستم",https://divar.ir/v/wYurHEIe,4000000,,,laptops,personal,"['https://s100.divarcdn.com/static/pictures/1676731035/wYurHEIe.webp', 'https://s100.divarcdn.com/static/pictures/1676731035/wYurHEIe.1.webp', 'https://s100.divarcdn.com/static/pictures/1676731035/wYurHEIe.2.webp', 'https://s100.divarcdn.com/static/pictures/1676731035/wYurHEIe.3.webp', 'https://s100.divarcdn.com/static/pictures/1676731035/wYurHEIe.4.webp']",تهران,منیریه,wYurHEIe
39,اپل iPhone 7 Plus با حافظهٔ ۱۲۸ گیگابایت,سالم و بسیار تمیز فقط اثر انگشت کار نمیکنه دور بین بسیار با کیفیت قیمت مقطوع هم قیمت ۶۴ قیمت زدم نیاز به پول دارم همه چیز اصلی ال سی دی مثل بعضی گوشیا نشکسته تعویضی باشه.,https://divar.ir/v/wYwDLbVn,5800000,,,mobile-phones,personal,"['https://s100.divarcdn.com/static/pictures/1676731036/wYwDLbVn.webp', 'https://s100.divarcdn.com/static/pictures/1676731036/wYwDLbVn.1.webp', 'https://s100.divarcdn.com/static/pictures/1676731036/wYwDLbVn.2.webp', 'https://s100.divarcdn.com/static/pictures/1676731036/wYwDLbVn.3.webp', 'https://s100.divarcdn.com/static/pictures/1676731036/wYwDLbVn.4.webp', 'https://s100.divarcdn.com/static/pictures/1676731036/wYwDLbVn.5.webp']",تهران,توحید,wYwDLbVn
40,2023بازی آنلاین آفلاین قابلنصبXbox5 Ps4,"2023 بازی جدید
قانونی هکی کپی
افلاین آنلاین اکانت و دیتا آپدیت
با کیفیت 8k 
ده بازی کپی صد هزار تومان
 تعمیر دسته و کنسول بازی
فروش دستگاه پلی استیشن و ایکس باکس
Ps5 ps4 Xbox
فروش لوازم جانبی فرمان روکش و اسکین
خرید کنسول بازی
رسالت سمنگان شمالی نرسیده به میدان رسالت پلاک ۴۸۹ فروشگاه روشنی",https://divar.ir/v/wYA3gcXs,150000,,,game-consoles-and-video-games,marketplace,['https://s100.divarcdn.com/static/pictures/1676731033/wYA3gcXs.webp'],تهران,نارمک,wYA3gcXs
41,دوربین اینترنتی,بدون نیاز به دستگاه مادر فقط نیاز به اینترنت هست دوربین های اینترنتی بسیار کاربردی وراحت هست,https://divar.ir/v/wYw_ajPR,1500000,,,CCTV,personal,"['https://s100.divarcdn.com/static/pictures/1676731030/wYw_ajPR.webp', 'https://s100.divarcdn.com/static/pictures/1676731030/wYw_ajPR.1.webp']",تهران,مهرآباد جنوبی,wYw_ajPR
42,مانیتور کامپیوتر سالم ال جی,"فروش یک عدد مانیتور ال جی سالم و بدون مشکل 
به علت ارتقا سیستم و جایگزین کردنش
به مشتری واقعی تخفیف خوب هم داده میشود",https://divar.ir/v/wYw7qQXq,800000,,,parts-and-accessories,personal,"['https://s100.divarcdn.com/static/pictures/1676731023/wYw7qQXq.webp', 'https://s100.divarcdn.com/static/pictures/1676731023/wYw7qQXq.1.webp', 'https://s100.divarcdn.com/static/pictures/1676731023/wYw7qQXq.2.webp']",تهران,پیروزی,wYw7qQXq
43,فروش PS5 black seriesقابلنصب‌بازیXBOXانحصاری,"فروش اولین پلی استیشن های مشکی black series 
با باندل های ۲۰۲۳ /خدای جنگ /فیفا/ هوریزون 
فروش تخصصی کنسول 
 نصب بازی کپی خوری ۱۰ًبازی‌ انتخابی ۱۰۰ تومن
 بدون محدودیت انتخاب
 سرویس تعمیرات کنسول و دسته در حضور مشتری 
فروش سی دی بازی در حد و پلمپ

هروی مجتمع تجاری هدیش مال طبقه دوم پلاک ۲۵۲ گیم استور پویا",https://divar.ir/v/wYgvA_zD,23500000,,,game-consoles-and-video-games,marketplace,['https://s100.divarcdn.com/static/pictures/1676731019/wYgvA_zD.webp'],تهران,هروی,wYgvA_zD
44,کارت گرافیک Asus gtx 760 2gb. sli,"کارت گرافیک 
    Asus gtx760.  2gb
روی سیستم گیمیگ هستش و به صورت sli
هستش 
سلامت کامل و بدون تعمیر",https://divar.ir/v/wYw_q0eF,3500000,,,parts-and-accessories,personal,['https://s100.divarcdn.com/static/pictures/1676731014/wYw_q0eF.webp'],تهران,شهرک امام خمینی,wYw_q0eF
45,پی اس پی,"سلام
ده تا بازی دارد شارژر دارد کابل اتصال به کامپیوتر دارد
رم ۱۶ گیگ همراه با کیف تخفیف هم دارد محل بازدید اسلامشهر",https://divar.ir/v/wYw_awBU,1100000,,,game-consoles-and-video-games,personal,"['https://s100.divarcdn.com/static/pictures/1676731013/wYw_awBU.webp', 'https://s100.divarcdn.com/static/pictures/1676731013/wYw_awBU.1.webp', 'https://s100.divarcdn.com/static/pictures/1676731013/wYw_awBU.2.webp', 'https://s100.divarcdn.com/static/pictures/1676731013/wYw_awBU.3.webp', 'https://s100.divarcdn.com/static/pictures/1676731013/wYw_awBU.4.webp', 'https://s100.divarcdn.com/static/pictures/1676731013/wYw_awBU.5.webp', 'https://s100.divarcdn.com/static/pictures/1676731013/wYw_awBU.6.webp', 'https://s100.divarcdn.com/static/pictures/1676731013/wYw_awBU.7.webp', 'https://s100.divarcdn.com/static/pictures/1676731013/wYw_awBU.8.webp', 'https://s100.divarcdn.com/static/pictures/1676731013/wYw_awBU.9.webp']",تهران,امام حسین(ع),wYw_awBU
46,رادیوسونی,رادیو سونی حرفه‌ای زیبا تایمر دار اف ام دار سنگین وزن 1کیلو وزن داره بدونه مشابه اصل ژاپن ارسال از کردستان سنندج کسی هم آشنا اینجا داشت بفرسته تحویل میدم لطفا خریدار درخدمتم ممنونم,https://divar.ir/v/wYw_qfyz,7200000,,,stereo-surround,personal,"['https://s100.divarcdn.com/static/pictures/1676731003/wYw_qfyz.webp', 'https://s100.divarcdn.com/static/pictures/1676731003/wYw_qfyz.1.webp', 'https://s100.divarcdn.com/static/pictures/1676731003/wYw_qfyz.2.webp', 'https://s100.divarcdn.com/static/pictures/1676731003/wYw_qfyz.3.webp', 'https://s100.divarcdn.com/static/pictures/1676731003/wYw_qfyz.4.webp', 'https://s100.divarcdn.com/static/pictures/1676731003/wYw_qfyz.5.webp']",تهران,آذربایجان,wYw_qfyz
47,باند اسپیکر چمدانی بلوتوثی سینما خانگی و همراه,"قیمت پایینتر از همه جا ب شرط استعلام

اسپیکر ZQSصدا و بیس عالی و زیر چرخ دار میکروفون بی سیم

**ارتفاع ۷۶ سانتی متری

2 باند 8 اینچ 
2توییتر 4 اینچ

توییتر فعال &اکولایزر دار&ریموت کنترل حرفه ای

رقص نور 3 حالته با قابلیت انتخواب حالت  قابلیت تغییر& کنترل صفحه نمایش ال ای دی
میکروفون  بی سیم تنطیم  دستی صدای میکروفون و اکو
تنظیم دستی بیس و تریبل .تنظیم دستی اکولایزر و رقص نور
AUXفلش .بولوتوث .جای میکروفون. .رادیو
وایرلس.قابلیت مچ شدن چند اسپیکر به هم
باتری عالی ۳ ساعت با صدای اخر تست شده

**امکان مراجعه حضوری از ساعت ۹ صبح الی ۱۲ شب **

مناسب برای باغ.ویلا.استخر.مهمانی.منزل .سالن و....

تک
عمده:تماس

ارسال ب تمام نقاط کشور

ارسال برای تهران رایگان و پرداخت درب منزل

برای مشاوره رایگان با کارشناسان آراز استور تماس بگیرین

توجه!!!!!

از تمام محصولات دیدن فرمایید!!!",https://divar.ir/v/wY9q2QDT,2825000,,,stereo-surround,marketplace,"['https://s100.divarcdn.com/static/pictures/1676730999/wY9q2QDT.webp', 'https://s100.divarcdn.com/static/pictures/1676730999/wY9q2QDT.1.webp', 'https://s100.divarcdn.com/static/pictures/1676730999/wY9q2QDT.2.webp', 'https://s100.divarcdn.com/static/pictures/1676730999/wY9q2QDT.3.webp', 'https://s100.divarcdn.com/static/pictures/1676730999/wY9q2QDT.4.webp']",تهران,خزانه,wY9q2QDT
48,سامسونگ Galaxy A51 با حافظهٔ ۱۲۸ گیگابایت,گوشی کاملا سالم و نو,https://divar.ir/v/wYwDru4Y,6000000,,,mobile-phones,personal,"['https://s100.divarcdn.com/static/pictures/1676730997/wYwDru4Y.webp', 'https://s100.divarcdn.com/static/pictures/1676730997/wYwDru4Y.1.webp']",تهران,میدان ولیعصر,wYwDru4Y
49,اسپیکر انرجایزر 495,"با سلام خدمت مشتریان گرامی

اسپیکر انرجایزر مدل 495 نو

دارای ورودی میکروفون - میکروفون وایرلس - ریموت کنترل - دارای حال های نورپردازی LED - دارای حالت TWS (اتصال دو اسپیکر همزمان ) - دارای سه افکت نوری حالا پارتی لایت - ذارای ورودی گیتار - ۲۰ متر محدوده عملیاتی میکروفون


فروشگاه تک عرضه کننده تمامی لوازم جانبی موبایل،کامپیوتر،لپ تاپ و کنسول های بازی است

تعمیرات موبایل و تبلت به صورت تخصصی

تعمیرات کامپیوتر و لپ تاپ

تعمیرات کنسول های بازی و دسته های بازی

تمامی اجناس،خدمات و تعمیرات با مهلت تست به شرط بازگشت وجه میباشد.",https://divar.ir/v/wYOzKqza,9400000,,,mp3-player,marketplace,['https://s100.divarcdn.com/static/pictures/1676730993/wYOzKqza.webp'],تهران,گیشا (کوی نصر),wYOzKqza
50,دسته اورجینال ps4,"با سلام خدمت مشتریان گرامی

دسته اورجینال ps4 فقط مشکی
دسته اورجینال fat و slim 
به شرط و فاکتور معتبر

فروشگاه تک عرضه کننده تمامی لوازم جانبی موبایل،کامپیوتر،لپ تاپ و کنسول های بازی است

تعمیرات موبایل و تبلت به صورت تخصصی

تعمیرات کامپیوتر و لپ تاپ

تعمیرات کنسول های بازی و دسته های بازی

تمامی اجناس،خدمات و تعمیرات با مهلت تست به شرط بازگشت وجه میباشد.",https://divar.ir/v/wYrjczpL,2450000,,,game-consoles-and-video-games,marketplace,['https://s100.divarcdn.com/static/pictures/1676730993/wYrjczpL.webp'],تهران,گیشا (کوی نصر),wYrjczpL
51,اسپیکر 3 تیکه HATRON,"با سلام خدمت مشتریان گرامی

انواع اسپیکر های 3 تیکه در سایز های مختلف
دارای بلوتوث،فلش خور،مموری خور و پورت AUX

فروشگاه تک عرضه کننده تمامی لوازم جانبی موبایل،کامپیوتر،لپ تاپ و کنسول های بازی است

تعمیرات موبایل و تبلت به صورت تخصصی

تعمیرات کامپیوتر و لپ تاپ

تعمیرات کنسول های بازی و دسته های بازی

تمامی اجناس،خدمات و تعمیرات با مهلت تست به شرط بازگشت وجه میباشد.",https://divar.ir/v/wYlrATCE,13500000,,,stereo-surround,marketplace,['https://s100.divarcdn.com/static/pictures/1676730984/wYlrATCE.webp'],تهران,گیشا (کوی نصر),wYlrATCE
52,دسته اورجینال ps5,"با سلام خدمت مشتریان گرامی

دسته های اورجینال ps5
در رنگ های مختلف 
به شرط با فاکتور

فروشگاه تک عرضه کننده تمامی لوازم جانبی موبایل،کامپیوتر،لپ تاپ و کنسول های بازی است

تعمیرات موبایل و تبلت به صورت تخصصی

تعمیرات کامپیوتر و لپ تاپ

تعمیرات کنسول های بازی و دسته های بازی

تمامی اجناس،خدمات و تعمیرات با مهلت تست به شرط بازگشت وجه میباشد.",https://divar.ir/v/wYaPolAh,3550000,,,game-consoles-and-video-games,marketplace,['https://s100.divarcdn.com/static/pictures/1676730984/wYaPolAh.webp'],تهران,گیشا (کوی نصر),wYaPolAh
53,سیستم صوتی پاناسونیک۵۵۰۰وات زلزله,"باسلام
سیستم صوتی پاناسونیک۵۵۰۰وات
مناسب سالن ها و جنش ها و...
صدا عالی
دی وی دی ها وکاست ها سالمن
۵عدد دی وی دی میخوره
تمام باندها وسنترهادرحال کار
دستگاه کارکرده ولی سالم هستش
معاوضه نمیکنم
قابل اینکه به شهرستان هم ارسال بشه هست
بااین قیمت های الان که بااین پول فقط ی اسپیکر چینی میدن
سوالی بود چت دیوار پیام بگذارین لطفا",https://divar.ir/v/wYwDbnbx,2500000,,,stereo-surround,personal,"['https://s100.divarcdn.com/static/pictures/1676730985/wYwDbnbx.webp', 'https://s100.divarcdn.com/static/pictures/1676730985/wYwDbnbx.1.webp', 'https://s100.divarcdn.com/static/pictures/1676730985/wYwDbnbx.2.webp', 'https://s100.divarcdn.com/static/pictures/1676730985/wYwDbnbx.3.webp', 'https://s100.divarcdn.com/static/pictures/1676730985/wYwDbnbx.4.webp', 'https://s100.divarcdn.com/static/pictures/1676730985/wYwDbnbx.5.webp', 'https://s100.divarcdn.com/static/pictures/1676730985/wYwDbnbx.6.webp', 'https://s100.divarcdn.com/static/pictures/1676730985/wYwDbnbx.7.webp', 'https://s100.divarcdn.com/static/pictures/1676730985/wYwDbnbx.8.webp']",تهران,ظهیرآباد,wYwDbnbx
54,اپل iPhone 11,"⚡فروشگاه رنت استور ⚡
⚡⚡⚡⚡⚡⚡


فروش به صورت نقد و اقساط تمامی مدل های آیفون نو و کارکرده



با تضمین سلامت فروشگاهی با فاکتور رسمی و مهر فروشگاهی

✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅

قیمت های داخل سایت پیش پرداخت می باشد
❌❌❌❌❌❌❌❌❌❌❌❌❌❌❌❌

بدون نیاز به ضامن فقط با دادن چک یا سفته 


ادرس فروشگاه فلکه دوم صادقیه نبش آیت الله کاشانی پاساژ طلا طبقه همکف پلاک ۲۸",https://divar.ir/v/gYka3JfL,12000000,,,mobile-phones,marketplace,['https://s100.divarcdn.com/static/pictures/1676730975/gYka3JfL.webp'],تهران,کوی فردوس,gYka3JfL
55,گوشی اپل با حافظهٔ ۲۵۶ گیگابایت,"⚡فروشگاه رنت استور ⚡
⚡⚡⚡⚡⚡⚡


فروش به صورت نقد و اقساط تمامی مدل های آیفون 



با تضمین سلامت فروشگاهی با فاکتور رسمی و مهر فروشگاهی

✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅

قیمت های داخل پیش پرداخت می باشد
❌❌❌❌❌❌❌❌❌❌❌❌❌❌❌❌

بدون نیاز به ضامن فقط با دادن چک یا سفته 



ادرس فروشگاه فلکه دوم صادقیه نبش آیت الله کاشانی پاساژ طلا طبقه همکف پلاک ۲۸",https://divar.ir/v/wYLhqDJM,45000000,,,mobile-phones,marketplace,['https://s100.divarcdn.com/static/pictures/1676730975/wYLhqDJM.webp'],تهران,کوی فردوس,wYLhqDJM
56,گوشی اپل iPhone 13 Pro,"⚡فروشگاه رنت استور ⚡
⚡⚡⚡⚡⚡⚡


فروش به صورت نقد و اقساط تمامی مدل های آیفون نو و کارکرده



با تضمین سلامت فروشگاهی با فاکتور رسمی و مهر فروشگاهی

✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅

قیمت های داخل سایت پیش پرداخت می باشد
❌❌❌❌❌❌❌❌❌❌❌❌❌❌❌❌

بدون نیاز به ضامن فقط با دادن چک یا سفته 


ادرس فروشگاه فلکه دوم صادقیه نبش آیت الله کاشانی پاساژ طلا طبقه همکف پلاک ۲۸",https://divar.ir/v/gYk2W0c_,40000000,,,mobile-phones,marketplace,['https://s100.divarcdn.com/static/pictures/1676730975/gYk2W0c_.webp'],تهران,کوی فردوس,gYk2W0c_
57,اسپیکر بلوتوث سیلیکون پاور silikon power bs91,"سلام خدمت مشتریان گرامی

اسپیکر اورجینال سیلیکون پاور با 12 ماه گارانتی متین به همراه میکروفون 

پاسخ گویی ساعت ۱۰ صبح تا ۱۰ شب
فروشگاه تک عرضه کننده تمامی لوازم جانبی موبایل،کامپیوتر،لپ تاپ و کنسول های بازی است.
تعمیرات موبایل و تبلت به صورت تخصصی
تعمیرات کامپیوتر و لپ تاپ
تعمیرات کنسول های بازی و دسته های بازی
تمامی اجناس،خدمات و تعمیرات با مهلت تست می باشد",https://divar.ir/v/wYkZAezc,7500000,,,mp3-player,marketplace,"['https://s100.divarcdn.com/static/pictures/1676730968/wYkZAezc.webp', 'https://s100.divarcdn.com/static/pictures/1676730968/wYkZAezc.1.webp']",تهران,گیشا (کوی نصر),wYkZAezc
58,PS5*0بازی4نصبشده*XBOX,"پلی استیشن
اروپا اسیا ژاپن
عرضه کننده محصوللات گیمینگ


گاندو سرویس
گارانتی ایرانی
تعویض
خدمات
ps5 std digital
فروشPs5 گارانتی دار گاندو سری ۱۲
زیر قیمت
فقط مصرف کننده!!!!
فروش کنسول
فروش لوازم جانبی
فروش‌ سی دی بازی
سرویس و تعیمرات دسته کنسول
رفع عیب و باگ‌ پلی فایو
مشکل دیسک و صدای زیاد ps5
کپیخور ده بازی ۱۰۰ تومن انتخابی
فروشگاه شهبازی
بهترین خدمات و قیمت
بالاترین قیمت مرکز خرید کنسول از شما عزیزان
طرح تعویض

هروی نرسیده به ساقدوش پاساژ مایسا پ۳۳ فروشگاه شهبازی

!!!!!!!!!!!همکاران لطفا کپی برداری از آگهی و عکس نفرمایید!!!!!!!!!",https://divar.ir/v/wYdjyIWD,100000,,,game-consoles-and-video-games,marketplace,['https://s100.divarcdn.com/static/pictures/1676730966/wYdjyIWD.webp'],تهران,هروی,wYdjyIWD
59,دسته ایکس باکس xbox,"با سلام خدمت مشتریان گرامی

دسته ایکس باکس سری اس و سری ایکس سفید و مشکی

فروشگاه تک عرضه کننده تمامی لوازم جانبی موبایل،کامپیوتر،لپ تاپ و کنسول های بازی است

تعمیرات موبایل و تبلت به صورت تخصصی

تعمیرات کامپیوتر و لپ تاپ

تعمیرات کنسول های بازی و دسته های بازی

تمامی اجناس،خدمات و تعمیرات با مهلت تست به شرط بازگشت وجه میباشد.",https://divar.ir/v/wYO3a_A-,2650000,,,game-consoles-and-video-games,marketplace,['https://s100.divarcdn.com/static/pictures/1676730965/wYO3a_A-.webp'],تهران,گیشا (کوی نصر),wYO3a_A-
60,دسته ps4 پی اس فور,"با سلام خدمت مشتریان گرامی

دسته های اورجینال و های کپی ps4
نو،به شرط و به همراه فاکتور

فروشگاه تک عرضه کننده تمامی لوازم جانبی موبایل،کامپیوتر،لپ تاپ و کنسول های بازی است

تعمیرات موبایل و تبلت به صورت تخصصی

تعمیرات کامپیوتر و لپ تاپ

تعمیرات کنسول های بازی و دسته های بازی

تمامی اجناس،خدمات و تعمیرات با مهلت تست به شرط بازگشت وجه میباشد.",https://divar.ir/v/wYXj8KT9,2450000,,,game-consoles-and-video-games,marketplace,['https://s100.divarcdn.com/static/pictures/1676730964/wYXj8KT9.webp'],تهران,گیشا (کوی نصر),wYXj8KT9
61,دسته اورجینال ps5,"با سلام خدمت مشتریان گرامی

دسته های اورجینال ps5
در رنگ های مختلف
به شرط با فاکتور

فروشگاه تک عرضه کننده تمامی لوازم جانبی موبایل،کامپیوتر،لپ تاپ و کنسول های بازی است

تعمیرات موبایل و تبلت به صورت تخصصی

تعمیرات کامپیوتر و لپ تاپ

تعمیرات کنسول های بازی و دسته های بازی

تمامی اجناس،خدمات و تعمیرات با مهلت تست به شرط بازگشت وجه میباشد.",https://divar.ir/v/wYr7XQMy,3500000,,,game-consoles-and-video-games,marketplace,['https://s100.divarcdn.com/static/pictures/1676730964/wYr7XQMy.webp'],تهران,گیشا (کوی نصر),wYr7XQMy
62,مودم روتر  زایکسل DEL1201-T10A_B,"مودم روتر ADSL 2 Plus بی سیم زایکسل مدل DEL1201-T10A/B

درحد
مناسب برای منازل و دفاتراداری",https://divar.ir/v/wYw_Kl3o,450000,,,modem-and-network-equipment,personal,['https://s100.divarcdn.com/static/pictures/1676730962/wYw_Kl3o.webp'],تهران,جنت‌آباد مرکزی,wYw_Kl3o
63,اپل آیفون 14 پرو مکس با حافظهٔ ۲۵۶ گیگابایت,"اپل آیفون ۱۴ پرومکس..نو..
حافظه ۲۵۶ گیگابایت
رنگ..مشکی..spaceblack

not active..پلمپ",https://divar.ir/v/wYw7a1Yr,69500000,,,mobile-phones,personal,[],تهران,شهرک شریعتی,wYw7a1Yr
64,تلوزیون۵۵الجی درحدنو,تلوزیون۵۵الجی درحدنوسالم,https://divar.ir/v/wYw_6JHE,180000,,,tv-projector,personal,['https://s100.divarcdn.com/static/pictures/1676730952/wYw_6JHE.webp'],تهران,اقدسیه,wYw_6JHE
65,باندراک نو,"دوتابانداسپیکرراک اصلی .دارای میکروفون..قابلیت اتصال به تلویزیون ...نونو


قیمت۳۶۰۰


قیمت اصلی بازار۴۵۰۰..بعلت تغییرشغل اجناس اخرانبارمون روقیمت خریدمیفروشم
خریدار واقعی تخفیف داده میشه",https://divar.ir/v/wYw_qAXX,3600000,,,stereo-surround,personal,['https://s100.divarcdn.com/static/pictures/1676730949/wYw_qAXX.webp'],تهران,پیروزی,wYw_qAXX
