,title,description,web_url,price,rent,credit,category,business_type,images,city,district,token
10,موکت مخمل ساده,"فروش موکت در انواع طرح ها 


موکت ساده. ولور  متری  ۳۸   ۴۲    ۴۵

در رنگ‌بندی

ارسال به تمام نقاط کشور",https://divar.ir/v/gYrfWeaV,38000,,,moquette,marketplace,"['https://s100.divarcdn.com/static/pictures/1676731421/gYrfWeaV.webp', 'https://s100.divarcdn.com/static/pictures/1676731421/gYrfWeaV.1.webp', 'https://s100.divarcdn.com/static/pictures/1676731421/gYrfWeaV.2.webp', 'https://s100.divarcdn.com/static/pictures/1676731421/gYrfWeaV.3.webp']",تهران,بهارستان,gYrfWeaV
11,تابلو فرش دستباف دست باف دستبافت,"تابلو فرش دستبافت گل ابریشم منظره
ابعاد 97 در 50
نو نو هست
هنوز قاب نشده",https://divar.ir/v/wYwDr_hC,1800000,,,pictorial-carpet,personal,"['https://s100.divarcdn.com/static/pictures/1676731423/wYwDr_hC.webp', 'https://s100.divarcdn.com/static/pictures/1676731423/wYwDr_hC.1.webp', 'https://s100.divarcdn.com/static/pictures/1676731423/wYwDr_hC.2.webp']",تهران,جیحون,wYwDr_hC
12,موکت  نهال پرزبلند  مناسب مسکونی و اداری,"موکت‌ طرح نهال 
پرزبلند  

فروش موکت در انواع طرح ها و رنگ

ارسال به تمام نقاط کشور

تسویه درب منزل (ویژه تهران و کرج)

جهت مشاوره و سفارش تماس بگیرید",https://divar.ir/v/QYtM8OAg,270000,,,moquette,marketplace,"['https://s100.divarcdn.com/static/pictures/1676731421/QYtM8OAg.webp', 'https://s100.divarcdn.com/static/pictures/1676731421/QYtM8OAg.1.webp', 'https://s100.divarcdn.com/static/pictures/1676731421/QYtM8OAg.2.webp', 'https://s100.divarcdn.com/static/pictures/1676731421/QYtM8OAg.3.webp']",تهران,بهارستان,QYtM8OAg
13,مبل اکبند ( نو ) برند فروشگاه گونا,"مبل راحتی اسپرت مدل ال هفت نفره با یک عدد پاف وسط و چهار تا کوسن اضافه ، تمام پارچه با پایه های  فلزی . 
مبل از فروشگاه گونا می باشد بسیار تمیز و بی عیب و نقص و اکبند می باشد دو ماه خریداری شده هنوز استفاده نشده به دلایلی مجبور به فروش شدیم  
هفتاد میلیون خریداری شده که به خریدار واقعی تخفیف داده میشود . فاکتور مبل تو عکس ها گذاشته شده . 
لطفا خریدار واقعی تماس بگیرد با تشکر",https://divar.ir/v/wYw7abSo,70000000,,,furniture,personal,"['https://s100.divarcdn.com/static/pictures/1676731424/wYw7abSo.webp', 'https://s100.divarcdn.com/static/pictures/1676731424/wYw7abSo.1.webp', 'https://s100.divarcdn.com/static/pictures/1676731424/wYw7abSo.2.webp', 'https://s100.divarcdn.com/static/pictures/1676731424/wYw7abSo.3.webp', 'https://s100.divarcdn.com/static/pictures/1676731424/wYw7abSo.4.webp', 'https://s100.divarcdn.com/static/pictures/1676731424/wYw7abSo.5.webp', 'https://s100.divarcdn.com/static/pictures/1676731424/wYw7abSo.6.webp', 'https://s100.divarcdn.com/static/pictures/1676731424/wYw7abSo.7.webp', 'https://s100.divarcdn.com/static/pictures/1676731424/wYw7abSo.8.webp', 'https://s100.divarcdn.com/static/pictures/1676731424/wYw7abSo.9.webp']",تهران,پیروزی,wYw7abSo
14,تشک  دیسک کمر مدل سوپر کلاس2021,"واحد پخش تشک رویال اصل و اورجینال ⏮️ در مدل های مختلف⏭️
 ارسال رایگان به سراسر تهران و مناطق کرج و حومه 

پرداخت درب منزل بعد از تحویل و مشاهده کالا

⭕ ارائه فاکتور رسمی مهر شده به همراه ضمانت نامه کتبی ⭕

تضمین‌کننده خوابی آرام برای شما

 تشک سوپر کلاس یک تشک تمام طبی مخصوص کمردرد و دیسک کمر می باشد الیاف داخلی این تشک از فوم های جامد تشکیل شده و هسته مرکزی این تشک ابر ریباند می باشد

 هیچگونه فنری داخل این تشک به کار نرفته و در نتیجه این تشک کاملا محکم و بدون کوچکترین لرزش است 
دیواره های تقویت شده هارد از دیگر ویژگی‌های خوب این تشک می باشد 
رویه تشک یک لایه ۳ الی ۵ سانتیمتر پد منفصل از جنس الیاف هوشمند کار شده تا سفتی و خشکی تشک باعث خشکی عضلات و گرفتگی عروق نشود

 جهت اخذ اطلاعات بیشتر لطفاً با ما تماس بگیرید

 قیمت این تشک در سایز تک نفره 200*90
دو میلیون و صد هزار تومان 

 و در سایز های دو نفره
 سه میلیون و چهارصد هزار تومان می باشد

جهت مشاهده تصاویر بیشتر و اخذ قیمت در سایز های دیگر لطفاً با ما تماس بگیرید",https://divar.ir/v/QYSfaJv-,3400000,,,mattress,marketplace,"['https://s100.divarcdn.com/static/pictures/1676731417/QYSfaJv-.webp', 'https://s100.divarcdn.com/static/pictures/1676731417/QYSfaJv-.1.webp', 'https://s100.divarcdn.com/static/pictures/1676731417/QYSfaJv-.2.webp', 'https://s100.divarcdn.com/static/pictures/1676731417/QYSfaJv-.3.webp']",تهران,سعادت‌آباد,QYSfaJv-
15,صندلی اپن جک دار,"سلام یک عدد صندلی اپن سفید.
جک آلمانی.سالم بدنه سالم
تخفیف جزیی",https://divar.ir/v/wYwLbXDJ,380000,,,chair-bench,personal,"['https://s100.divarcdn.com/static/pictures/1676731419/wYwLbXDJ.webp', 'https://s100.divarcdn.com/static/pictures/1676731419/wYwLbXDJ.1.webp', 'https://s100.divarcdn.com/static/pictures/1676731419/wYwLbXDJ.2.webp']",تهران,شهران شمالی,wYwLbXDJ
16,ساید بای ساید نمایشگاهی DAEWOO D2S-3133SS,"مصرف انرژیA+++
داری سیستم هومشند آلارم باز بودن درب
سیستم خنک کننده و تازه نگه دارنده چیلر

 دنیایی از ساید و یخچال  با ((وسعت 300متر)) بزرگترین مجموعه لوازم خانگی کل تهران

اقساط با قیمت های خیلی بالا و گران نخرید ما با تخفیف های ویژه؛؛ اجناس را با کمترین سود به قیمت عمده می‌دهیم _>>  تا درگیر اقساط با بهره و سود بالا نشوید


((ارائه فاکتور سربرگ دار اتحادیه و جواز کسب 
 ۳۰ الی ۵۰ درصد تخفیف
گارانتی شرکتی و نصب کلیه محصولات 
ضمانت اصالت کالا حتی با نظریه کارشناس شما))

((اجناس ما تحویل رایگان نیست،،ولی بهترین قیمت و بالاترین تخفیف در هنگام معامله لحاظ می‌شود،، تا هم کرایه وهم کارگری طبقاتی محصولات رایگان انجام شود))

((پک کامل جهیزیه از هر برند بازار موجود داریم))
فروشگاه همه روزه باز هست از ۱۰ صبح الی ۱۰ شب حتی تعطیلات",https://divar.ir/v/wYoGWUAE,23030000,,,refrigerator-freezer,marketplace,['https://s100.divarcdn.com/static/pictures/1676731417/wYoGWUAE.webp'],تهران,نظام‌آباد,wYoGWUAE
17,ساید بای ساید اسنوا مدل SN8 3320SS,"مصرف انرژیA+++
داری سیستم هومشند آلارم باز بودن درب
سیستم خنک کننده و تازه نگه دارنده چیلر

 دنیایی از ساید و یخچال  با ((وسعت 300متر)) بزرگترین مجموعه لوازم خانگی کل تهران


از این فروشگاه ارزون تر جایی نبوده و نیست برا خرید لوازم خانگی تماس بگیرید بدون شک از همه قیمت پایین تر میفروشیم ((ارزان سرا لوازم خانگی))
.
اقساط با قیمت های خیلی بالا و گران نخرید ما با تخفیف های ویژه؛؛ اجناس را با کمترین سود به قیمت عمده می‌دهیم _>>  تا درگیر اقساط با بهره و سود بالا نشوید


((ارائه فاکتور سربرگ دار اتحادیه و جواز کسب 
 ۳۰ الی ۵۰ درصد تخفیف
گارانتی شرکتی و نصب کلیه محصولات 
ضمانت اصالت کالا حتی با نظریه کارشناس شما))

((اجناس ما تحویل رایگان نیست،،ولی بهترین قیمت و بالاترین تخفیف در هنگام معامله لحاظ می‌شود،، تا هم کرایه وهم کارگری طبقاتی محصولات رایگان انجام شود))

((پک کامل جهیزیه از هر برند بازار موجود داریم))
فروشگاه همه روزه باز هست از ۱۰ صبح الی ۱۰ شب حتی تعطیلات",https://divar.ir/v/wYom3dQf,23000000,,,refrigerator-freezer,marketplace,['https://s100.divarcdn.com/static/pictures/1676731417/wYom3dQf.webp'],تهران,نظام‌آباد,wYom3dQf
18,ساید بای ساید نمایشگاهی دووDES-3340SS,"مصرف انرژیA+++
داری سیستم هومشند آلارم باز بودن درب
سیستم خنک کننده و تازه نگه دارنده چیلر

 دنیایی از ساید و یخچال  با ((وسعت 300متر)) بزرگترین مجموعه لوازم خانگی کل تهران

اقساط با قیمت های خیلی بالا و گران نخرید ما با تخفیف های ویژه؛؛ اجناس را با کمترین سود به قیمت عمده می‌دهیم _>>  تا درگیر اقساط با بهره و سود بالا نشوید


((ارائه فاکتور سربرگ دار اتحادیه و جواز کسب 
 ۳۰ الی ۵۰ درصد تخفیف
گارانتی شرکتی و نصب کلیه محصولات 
ضمانت اصالت کالا حتی با نظریه کارشناس شما))

((اجناس ما تحویل رایگان نیست،،ولی بهترین قیمت و بالاترین تخفیف در هنگام معامله لحاظ می‌شود،، تا هم کرایه وهم کارگری طبقاتی محصولات رایگان انجام شود))

((پک کامل جهیزیه از هر برند بازار موجود داریم))
فروشگاه همه روزه باز هست از ۱۰ صبح الی ۱۰ شب حتی تعطیلات",https://divar.ir/v/wYj-A4ip,23500000,,,refrigerator-freezer,marketplace,['https://s100.divarcdn.com/static/pictures/1676731417/wYj-A4ip.webp'],تهران,نظام‌آباد,wYj-A4ip
19,دوعددظرف پیرکس فرانسه بزرگ,کاملاسالم ودرحدنومیباشدپیرکس گردمناسب پلو وخورشت سالادبسیارکاربردی  فرانسه حک شده وداخل ظرفشویی وماکروفرواجاق مستقیم میشه استفاده کردزیرقیمت گذاشتم بیرون جفتی ۵۰۰,https://divar.ir/v/wYwLrEJC,300000,,,home-catering,personal,"['https://s100.divarcdn.com/static/pictures/1676731419/wYwLrEJC.webp', 'https://s100.divarcdn.com/static/pictures/1676731419/wYwLrEJC.1.webp']",تهران,نازی‌آباد,wYwLrEJC
20,آباژور رومیزی آنتیک,"قیمت اصلی: 750.000 تومان
قیمت در حراج: 560.000 تومان
از این مدل دو عدد به صورت جفت موجود است",https://divar.ir/v/wYwLbihG,560000,,,lampshade,marketplace,"['https://s100.divarcdn.com/static/pictures/1676731416/wYwLbihG.webp', 'https://s100.divarcdn.com/static/pictures/1676731416/wYwLbihG.1.webp', 'https://s100.divarcdn.com/static/pictures/1676731416/wYwLbihG.2.webp', 'https://s100.divarcdn.com/static/pictures/1676731416/wYwLbihG.3.webp']",تهران,فردوسی,wYwLbihG
21,قالیچه ٤مترى,قالیچه فرهى در حد نو,https://divar.ir/v/wYwLrUxb,1300000,,,carpet,personal,"['https://s100.divarcdn.com/static/pictures/1676731417/wYwLrUxb.webp', 'https://s100.divarcdn.com/static/pictures/1676731417/wYwLrUxb.1.webp', 'https://s100.divarcdn.com/static/pictures/1676731417/wYwLrUxb.2.webp']",تهران,سعادت‌آباد,wYwLrUxb
22,ظرف والتر آلمان,شکلات خوری,https://divar.ir/v/wYwLrUTL,300000,,,home-catering,personal,"['https://s100.divarcdn.com/static/pictures/1676731415/wYwLrUTL.webp', 'https://s100.divarcdn.com/static/pictures/1676731415/wYwLrUTL.1.webp']",تهران,نیرو هوایی,wYwLrUTL
23,میز و صندلی چوبی تاشو دو نفره,"ارسال سراسر کشور تحویل فوری 
قیمت جهت ست دونفره می‌باشد میز و صندلی ایکیا مدل تارنو tarno ساخته شده از چوب راش  در دو رنگ تیره و روشن  ضدآب و آفتاب  مناسب برای استفاده در داخل منزل و فضای بیرونی مانند تراس و حیاط و ویلا  دارای مقاومت بسیار بالا و قابل جمع شدن و جابجایی آسان  ابعاد میز دونفره :55*55 ارتفاع 70 ابعادمیز چهارنفره :55*100اتفاع 70 ابعاد صندلی:40*40  تحمل وزن صندلی 135کیلوگرم  فروش بصورت تک و عمده",https://divar.ir/v/wYmKRRW-,1800000,,,dining-table,marketplace,"['https://s100.divarcdn.com/static/pictures/1676731411/wYmKRRW-.webp', 'https://s100.divarcdn.com/static/pictures/1676731411/wYmKRRW-.1.webp', 'https://s100.divarcdn.com/static/pictures/1676731411/wYmKRRW-.2.webp']",تهران,اندیشه (شهر زیبا),wYmKRRW-
24,تابلو نقاشی رنگ روغن,تابلوی نقاشی رنگ روغن از میوه,https://divar.ir/v/wYwLrUjn,300000,,,paintings-picture,personal,['https://s100.divarcdn.com/static/pictures/1676731412/wYwLrUjn.webp'],تهران,شهرک کوهسار,wYwLrUjn
25,تشک رویال اسپشیال _ضمانت کتبی,"√رویال اصل را سریع و بی واسطه 
مستقیم از کارخانه تشک تهیه کنید 
ارسال رایگان وپرداخت درب منزل 
برای رضایت خاطر مشتری 


⭕تشک های استاندارد و با کیفیت عالی 
با نازلترین قیمت ها برای شما ارسال میشوند ⭕

تمام محصولات دارای 
ضمانت کتبی
شماره سریال 
بارکد اصالت کالا
 تاییدیه اتحادیه ایزو
میباشند 


برای تمام سلیقه ها و افراد 
با سنین و وزن های مختلف‌ تشک داریم 
تنها کافیست با مشاوران ما تماس بگیرید تا بهترین تشک را با توجه به فیزیکی بدن خودتان انتخاب کنید 

تشک ۷۰در۱۳۰ قیمت ۶۰۰  به بالا
تشک ۸۰در۱۸۰ قیمت ۷۰۰ به بالا
تشک ۹۰در۲۰۰ قیمت ۷۵۰ به بالا
تشک ۱۲۰در۲۰۰ قیمت ۹۰۰ به بالا
تشک ۱۴۰در۲۰۰ قیمت ۹۵۰به بالا
تشک ۱۶۰در۲۰۰ قیمت ۱۰۰۰ به بالا
تشک ۱۸۰در۲۰۰ قیمت ۱۱۰۰ به بالا 


ارسال با رعایت اصول بهداشتی 
⭕رویال اصل بخرید ⭕
⭕خوابی ارام را تجربه کنید ⭕",https://divar.ir/v/QYZsgn9k,700000,,,mattress,marketplace,"['https://s100.divarcdn.com/static/pictures/1676731409/QYZsgn9k.webp', 'https://s100.divarcdn.com/static/pictures/1676731409/QYZsgn9k.1.webp']",تهران,افسریه,QYZsgn9k
26,مبل راحتی پاندا,"کلیه مدلها داخل با پارچه مازراتی متری۵۰محاسبه شده و با پارچه های خارجی افزایش قیمت را شامل میشود
رنگبندی چوب و پارچه به سفارش مشتری
نوع چوب داخل کارصنوبر
نوع چوب پایه ها توسکا ،راش ،جنگلی
دوخت کامل صنعتی
اسفنج نشیمن۳۵کیلویی ویژه ضمانت ۲۴ماهه
خرید حضوری وغیر حضوری
با بیش از۱۵سال سابقه تولید و فروش مبلمان و صنایع چوبی
هشدار!!!!!!!!!!!!!
لطفا دقت فرمایید برخی افراد سودجو با هدف فریب مشتری اقدام به درج اگهی با قیمت پایین میکنند و زمان مراجعه مشتری به بهانه های مختلف قیمت را افزایش می دهند
تولیدی صنایع چوبی کیاکو با درج قیمت واقعی امکان خرید واقعی از تولید کننده را برای مشتریان فراهم میکند.
صداقت در کار و تعهد شعار ماست
ست غذاخوری کار موجود میباشد
داخل کارگاه نمایشگاه برای دیدن کارها بصورت اماده وچیده شده موجود میباشد 
امکان بازدید تمام مراحل تولید فراهم میباشد
ساعت کاری همه روزه از ۹صبح تا ۸شب
جمعه وایام تعطیل۱۱صبح تا۶بعدازظهر
قیمتها مقطوع وکلانقد
تحویل۷تا۱۰روز",https://divar.ir/v/gYbrMP1w,14900000,,,furniture,marketplace,"['https://s100.divarcdn.com/static/pictures/1676731408/gYbrMP1w.webp', 'https://s100.divarcdn.com/static/pictures/1676731408/gYbrMP1w.1.webp', 'https://s100.divarcdn.com/static/pictures/1676731408/gYbrMP1w.2.webp', 'https://s100.divarcdn.com/static/pictures/1676731408/gYbrMP1w.3.webp', 'https://s100.divarcdn.com/static/pictures/1676731408/gYbrMP1w.4.webp', 'https://s100.divarcdn.com/static/pictures/1676731408/gYbrMP1w.5.webp']",تهران,یافت‌آباد,gYbrMP1w
27,مبل راحتی مدل پاناما,"☆مـهربان خـداوندماسـت☆

♧◇♡♤♧◇♡♤♧◇♡♤

°•°•°ستاره درخشان دنیای مبل•°•°•
         •••♡مبل شیک♡•••

°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°
مدل مبلمان: راحتی پاناما

ترکیب مبلمان: 8نفره با ترکیب 3/3/1/1
■□■□■□■□■□■□■□■

 کلاف مبلمان تهیه شده از چوب روسی ‌صنوبر میباشد
••••••••••••••••••••••••••••••

پارچه به کاررفته درمبلمان درطرح و رنگ متنوع به انتخاب شما سروران گرامی میباشد

▪️▫️▪️▫️▪️▫️▪️▫️▪️▫️▪️

فوم به کار رفته در کف مبلمان تهیه شده از فوم سرد درابعاد مختلف با کیفیت متفاوت 

➿➿➿➿➿➿➿➿➿➿➿

✅ارسال به تمام نقاط کشور
●○●○●○●○●○●○●○●○●○

پر فروش ترین مدل مبل در سال 2022

■□■□■□■□■□■□■□

تولید و پخش انواع مبلمان کلاسیک در  100رنگ متنوع

●○●○●○●○●○●○●○●○●
@@آدرس=تهران خیابان آیت الله سعیدی مابین بازار مبل یافت آباد و پاسگاه نعمت آباد بعداز آقای باطری پلاک ۲۵۹
••••••••••••••••••••••••••••••••",https://divar.ir/v/gYhLCGDh,9500000,,,furniture,marketplace,"['https://s100.divarcdn.com/static/pictures/1676731408/gYhLCGDh.webp', 'https://s100.divarcdn.com/static/pictures/1676731408/gYhLCGDh.1.webp', 'https://s100.divarcdn.com/static/pictures/1676731408/gYhLCGDh.2.webp', 'https://s100.divarcdn.com/static/pictures/1676731408/gYhLCGDh.3.webp', 'https://s100.divarcdn.com/static/pictures/1676731408/gYhLCGDh.4.webp', 'https://s100.divarcdn.com/static/pictures/1676731408/gYhLCGDh.5.webp', 'https://s100.divarcdn.com/static/pictures/1676731408/gYhLCGDh.6.webp', 'https://s100.divarcdn.com/static/pictures/1676731408/gYhLCGDh.7.webp']",تهران,وصفنارد,gYhLCGDh
28,مبل ال مدل پاندا۵نفره,"قیمتها مقطوع وکلانقد
تحویل۷تا۱۰روز
کلیه مدلها داخل با پارچه مازراتی متری۵۰تومان محاسبه شده و با پارچه های خارجی افزایش قیمت را شامل میشود
رنگبندی چوب و پارچه به سفارش مشتری
نوع چوب داخل کارصنوبر
نوع چوب پایه ها توسکا ،راش ،جنگلی
دوخت کامل صنعتی
اسفنج نشیمن۳۵کیلویی ویژه ضمانت ۲۴ماهه
خرید حضوری وغیر حضوری
با بیش از۱۵سال سابقه تولید و فروش مبلمان و صنایع چوبی
هشدار!!!!!!!!!!!!!
لطفا دقت فرمایید برخی افراد سودجو با هدف فریب مشتری اقدام به درج اگهی با قیمت پایین میکنند و زمان مراجعه مشتری به بهانه های مختلف قیمت را افزایش می دهند
تولیدی صنایع چوبی کیاکو با درج قیمت واقعی امکان خرید واقعی از تولید کننده را برای مشتریان فراهم میکند.
صداقت در کار و تعهد شعار ماست
ست غذاخوری کار موجود میباشد
داخل کارگاه نمایشگاه برای دیدن کارها بصورت اماده وچیده شده موجود میباشد 
امکان بازدید تمام مراحل تولید فراهم میباشد
ساعت کاری همه روزه از ۹صبح تا ۸شب
جمعه وایام تعطیل۱۱صبح تا۶بعدازظهر",https://divar.ir/v/wYaR3K1U,11200000,,,furniture,marketplace,"['https://s100.divarcdn.com/static/pictures/1676731408/wYaR3K1U.webp', 'https://s100.divarcdn.com/static/pictures/1676731408/wYaR3K1U.1.webp', 'https://s100.divarcdn.com/static/pictures/1676731408/wYaR3K1U.2.webp', 'https://s100.divarcdn.com/static/pictures/1676731408/wYaR3K1U.3.webp']",تهران,یافت‌آباد,wYaR3K1U
29,یک جفت فرش ٦ متری مهستان کاشان,"کاملاً سالم تمیز 
ریشه ها کاملا سالم",https://divar.ir/v/wYwDb5xq,3500000,,,carpet,personal,"['https://s100.divarcdn.com/static/pictures/1676731409/wYwDb5xq.webp', 'https://s100.divarcdn.com/static/pictures/1676731409/wYwDb5xq.1.webp', 'https://s100.divarcdn.com/static/pictures/1676731409/wYwDb5xq.2.webp']",تهران,پیروزی,wYwDb5xq
